V	1002	ATI Technologies Inc
X	11341025	GeForce GTX 950M
X	11381462	GeForce GTX 950M
X	11391462	GeForce GTX 950M
X	113A1462	GeForce GTX 950M
X	113B1462	GeForce GTX 950M
X	113E1043	GeForce GTX 950M
X	114C1462	GeForce GTX 950M
X	114D1462	GeForce GTX 950M
X	115A1462	GeForce GTX 950M
X	115B1462	GeForce GTX 950M
X	11671462	GeForce GTX 950M
X	11681462	GeForce GTX 950M
X	116B1462	GeForce GTX 950M
X	116C1462	GeForce GTX 950M
X	116E1043	GeForce GTX 950M
X	11831462	GeForce GTX 950M
X	11901462	GeForce GTX 950M
X	11911462	GeForce GTX 950M
X	119B1462	GeForce GTX 950M
X	11A31462	GeForce GTX 950M
X	11A41462	GeForce GTX 950M
X	11CD1043	GeForce GTX 950M
X	11E01043	GeForce GTX 950M
X	12601043	GeForce GTX 950M
X	129E1043	GeForce GTX 950M
X	12BE1043	GeForce GTX 950M
X	13CF1043	GeForce GTX 950M
X	147E1043	GeForce GTX 950M
X	14E01043	GeForce GTX 950M
X	15101043	GeForce GTX 950M
X	177D1043	GeForce GTX 950M
X	178D1043	GeForce GTX 950M
X	17901043	GeForce GTX 950M
X	17B01043	GeForce GTX 950M
X	17BD1043	GeForce GTX 950M
X	185D1043	GeForce GTX 950M
X	18A01043	GeForce GTX 950M
X	1A8D1043	GeForce GTX 950M
X	1ACD1043	GeForce GTX 950M
X	1C9D1043	GeForce GTX 950M
X	1D1D1043	GeForce GTX 950M
X	22811B0A	GeForce GTX 950M
X	22861B0A	GeForce GTX 950M
X	229C1B0A	GeForce GTX 950M
X	22BE1B0A	GeForce GTX 950M
X	22C41B0A	GeForce GTX 950M
X	22CD1B0A	GeForce GTX 950M
X	23031B0A	GeForce GTX 950M
X	230A1B0A	GeForce GTX 950M
X	23121B0A	GeForce GTX 950M
X	241A1043	GeForce GTX 950M
X	24AA1043	GeForce GTX 950M
X	362C17AA	GeForce GTX 950A
X	362F17AA	GeForce GTX 950A
X	363F17AA	GeForce GTX 950A
X	364017AA	GeForce GTX 950A
X	364717AA	GeForce GTX 950A
X	36B917AA	GeForce GTX 950A
X	36D617AA	GeForce GTX 950M
X	380117AA	GeForce GTX 950M
X	380217AA	GeForce GTX 950M
X	380B17AA	GeForce GTX 950M
X	403E1071	GeForce GTX 950M
X	40501017	GeForce GTX 950M
X	40501071	GeForce GTX 950M
X	50191558	GeForce GTX 950M
X	505C17AA	GeForce GTX 950M
X	55001558	GeForce GTX 950M
X	65051558	GeForce GTX 950M
X	65071558	GeForce GTX 950M
X	65081558	GeForce GTX 950M
X	65091558	GeForce GTX 950M
X	650A1558	GeForce GTX 950M
X	650C1558	GeForce GTX 950M
X	67091558	GeForce GTX 950M
X	670C1558	GeForce GTX 950M
X	80A9103C	GeForce GTX 950M
X	80DC103C	GeForce GTX 950M
X	80DD103C	GeForce GTX 950M
X	80DE103C	GeForce GTX 950M
X	80E4103C	GeForce GTX 950M
X	80E5103C	GeForce GTX 950M
X	80E6103C	GeForce GTX 950M
X	80EC103C	GeForce GTX 950M
X	80ED103C	GeForce GTX 950M
X	80EE103C	GeForce GTX 950M
X	8110103C	GeForce GTX 950M
X	8155103C	GeForce GTX 950M
X	816B103C	GeForce GTX 950M
X	8188103C	GeForce GTX 950M
X	820D103C	GeForce GTX 950M
X	820E103C	GeForce GTX 950M
X	8257103C	GeForce GTX 950M
X	8258103C	GeForce GTX 950M
X	825B103C	GeForce GTX 950M
X	825C103C	GeForce GTX 950M
X	825D103C	GeForce GTX 950M
X	825E103C	GeForce GTX 950M
X	8269103C	GeForce GTX 950M
X	826A103C	GeForce GTX 950M
X	82F3103C	GeForce GTX 950M
X	8421103C	GeForce GTX 950M
X	85091558	GeForce GTX 950M
X	86CE1043	GeForce GTX 950M
X	86D31043	GeForce GTX 950M
X	86DE1043	GeForce GTX 950M
X	86F01043	GeForce GTX 950M
X	87091558	GeForce GTX 950M
X	98331019	GeForce GTX 950M
X	AEA11462	GeForce GTX 950M
X	AEA21462	GeForce GTX 950M
X	B4561458	GeForce GTX 950M
X	C12B144D	GeForce GTX 950M
X	F8421179	GeForce GTX 950M
X	F8431179	GeForce GTX 950M
X	F84A1179	GeForce GTX 950M
D	139B	GeForce GTX 960M
X	000617AA	GeForce GTX 960M
X	01501558	GeForce GTX 960M
X	01521558	GeForce GTX 960M
X	01701558	GeForce GTX 960M
X	01721558	GeForce GTX 960M
X	06A31028	GeForce GTX 860M
X	06E11028	GeForce GTX 960M
X	06E41028	GeForce GTX 960M
X	07051028	GeForce GTX 960M
X	07061028	GeForce GTX 960M
X	07071028	GeForce GTX 960M
X	07971028	GeForce GTX 960M
X	091D1025	GeForce GTX 960M
X	09261025	GeForce GTX 960M
X	100E1D05	GeForce GTX 960M
X	10211D05	GeForce GTX 960M
X	10331025	GeForce GTX 960M
X	10391025	GeForce GTX 960M
X	103B1025	GeForce GTX 960M
X	104A1025	GeForce GTX 960M
X	107A1025	GeForce GTX 750 Ti
X	10801043	GeForce GTX 960M
X	10901043	GeForce GTX 960M
X	1097152D	GeForce GTX 960M
X	11021462	GeForce GTX 960M
X	1102152D	GeForce GTX 960M
X	11031462	GeForce GTX 960M
X	1103152D	GeForce GTX 960M
X	11071462	GeForce GTX 960M
X	11091462	GeForce GTX 960M
X	110E1043	GeForce GTX 960M
X	1121152D	GeForce GTX 960M
X	1128152D	GeForce GTX 960M
X	1129152D	GeForce GTX 960M
X	11381462	GeForce GTX 960M
X	11391462	GeForce GTX 960M
X	113A1462	GeForce GTX 960M
X	113B1462	GeForce GTX 960M
X	115A1462	GeForce GTX 960M
X	115B1462	GeForce GTX 960M
X	11671462	GeForce GTX 960M
X	11681462	GeForce GTX 960M
X	116B1462	GeForce GTX 960M
X	116C1462	GeForce GTX 960M
X	119C1462	GeForce GTX 960M
X	11E01043	GeForce GTX 960M
X	12601043	GeForce GTX 960M
X	14201043	GeForce GTX 960M
X	14E01043	GeForce GTX 960M
X	15011558	GeForce GTX 960M
X	15021558	GeForce GTX 960M
X	15101043	GeForce GTX 960M
X	17011558	GeForce GTX 960M
X	17021558	GeForce GTX 960M
X	171D1043	GeForce GTX 960M
X	177D1043	GeForce GTX 960M
X	185D1043	GeForce GTX 960M
X	186D1043	GeForce GTX 960M
X	18DD1043	GeForce GTX 960M
X	1B4D1043	GeForce GTX 960M
X	1BFD1043	GeForce GTX 960M
X	1C5D1043	GeForce GTX 960M
X	1D3D1043	GeForce GTX 960M
X	1D6D1043	GeForce GTX 960M
X	1D8D1043	GeForce GTX 960M
X	23161558	GeForce GTX 960M
X	2333103C	GeForce GTX 960M
X	25551458	GeForce GTX 960M
X	2B4C103C	GeForce GTX 960A
X	2B64103C	GeForce GTX 960M
X	35501558	GeForce GTX 960M
X	364917AA	GeForce GTX 750Ti
X	36BF17AA	GeForce GTX 960A
X	380217AA	GeForce GTX 960M
X	381217AA	GeForce GTX 960M
X	383017AA	GeForce GTX 960M
X	397817AA	GeForce GTX 960M
X	505517AA	GeForce GTX 960M
X	558E1991	GeForce GTX 960M
X	558F1991	GeForce GTX 960M
X	55921991	GeForce GTX 960M
X	55941991	GeForce GTX 960M
X	650A1558	GeForce GTX 960M
X	674C1A58	GeForce GTX 960M
X	8179103C	GeForce GTX 960M
X	820D103C	GeForce GTX 960M
X	820E103C	GeForce GTX 960M
X	820F103C	GeForce GTX 960M
X	8210103C	GeForce GTX 960M
X	8257103C	GeForce GTX 960M
X	8258103C	GeForce GTX 960M
X	825B103C	GeForce GTX 960M
X	825C103C	GeForce GTX 960M
X	825D103C	GeForce GTX 960M
X	825E103C	GeForce GTX 960M
X	86711043	GeForce GTX 960M
X	86A31043	GeForce GTX 960M
X	86AA1043	GeForce GTX 960M
X	86C01043	GeForce GTX 960M
X	86C51043	GeForce GTX 960M
X	86C61043	GeForce GTX 960M
X	86D81043	GeForce GTX 960M
X	86EF1043	GeForce GTX 960M
X	8A751AFA	GeForce GTX 750Ti
X	99771170	GeForce GTX 960M
X	A7571458	GeForce GTX 960M
X	ACB71462	GeForce GTX 960M
X	ACB81462	GeForce GTX 960M
X	AE6B1462	GeForce GTX 960M
X	AE6C1462	GeForce GTX 960M
X	AE6D1462	GeForce GTX 960M
X	AE6E1462	GeForce GTX 960M
X	AE6F1462	GeForce GTX 960M
X	AE821462	GeForce GTX 960M
X	AEA11462	GeForce GTX 960M
X	AEA21462	GeForce GTX 960M
X	AF191462	GeForce GTX 960M
X	AF1A1462	GeForce GTX 960M
X	B4561458	GeForce GTX 960M
X	C24819DA	GeForce GTX 750 Ti
D	139C	GeForce 940M
X	1ACD1043	GeForce 940M
X	1B2D1043	GeForce 940M
X	1D1D1043	GeForce 940M
X	24AA1043	GeForce 940M
D	139D	GeForce GTX 750 Ti
X	B32319DA	GeForce GTX 750 Ti
D	13B0	Quadro M2000M
X	06D91028	Quadro M2000M
X	116B1462	Quadro M2000M
X	116C1462	Quadro M2000M
X	11761462	Quadro M2000M
X	16D91028	Quadro M2000M
X	194B10CF	Quadro M2000M
X	194C10CF	Quadro M2000M
X	222E17AA	Quadro M2000M
X	223017AA	Quadro M2000M
X	80D5103C	Quadro M2000M
X	80D6103C	Quadro M2000M
X	8109103C	Quadro M2000M
X	810A103C	Quadro M2000M
D	13B1	Quadro M1000M
X	01CF1B0A	Quadro M1000M
X	06D91028	Quadro M1000M
X	06E51028	Quadro M1000M
X	116B1462	Quadro M1000M
X	116C1462	Quadro M1000M
X	11771462	Quadro M1000M
X	16D91028	Quadro M1000M
X	194D10CF	Quadro M1000M
X	194E10CF	Quadro M1000M
X	222E17AA	Quadro M1000M
X	223017AA	Quadro M1000M
X	75001558	Quadro M1000M
X	75021558	Quadro M1000M
X	77001558	Quadro M1000M
X	77021558	Quadro M1000M
X	80D4103C	Quadro M1000M
X	80D5103C	Quadro M1000M
X	80D6103C	Quadro M1000M
X	8108103C	Quadro M1000M
X	8109103C	Quadro M1000M
X	810A103C	Quadro M1000M
D	13B2	Quadro M600M
X	01CF1B0A	Quadro M600M
X	116B1462	Quadro M600M
X	116C1462	Quadro M600M
X	194F10CF	Quadro M600M
X	195010CF	Quadro M600M
X	222D17AA	Quadro M600M
X	222F17AA	Quadro M600M
X	80D5103C	Quadro M600M
X	810A103C	Quadro M600M
D	13B3	Quadro K2200M
X	05CD1028	Quadro K2200M
X	11031462	Quadro K2200M
X	113E1462	Quadro K2200M
X	15CD1028	Quadro K2200M
X	2255103C	Quadro K2200M
X	2256103C	Quadro K2200M
D	13B4	Quadro M620
X	07A91028	Quadro M620
X	196610CF	Quadro M620
X	196910CF	Quadro M620
X	224C17AA	Quadro M620
X	225017AA	Quadro M620
X	824C103C	Quadro M620
X	824D103C	Quadro M620
X	8275103C	Quadro M620
X	8277103C	Quadro M620
D	13B6	Quadro M1200
X	07B01028	Quadro M1200
X	07B11028	Quadro M1200
X	07BF1028	Quadro M1200
X	10331D05	Quadro M1200
X	17B01028	Quadro M1200
X	17B11028	Quadro M1200
X	196710CF	Quadro M1200
X	196A10CF	Quadro M1200
X	224D17AA	Quadro M1200
X	225117AA	Quadro M1200
X	826B103C	Quadro M1200
X	826D103C	Quadro M1200
X	8270103C	Quadro M1200
X	8272103C	Quadro M1200
X	8275103C	Quadro M1200
X	8277103C	Quadro M1200
D	13B9	NVS 810
D	13BA	Quadro K2200
D	13BB	Quadro K620
X	1098103C	Quadro K620
D	13BC	Quadro K1200
D	13C0	GeForce GTX 980
X	068B1028	GeForce GTX 980
X	07901028	GeForce GTX 980
X	079A1028	GeForce GTX 980
X	111610DE	GeForce GTX 980
X	119B1462	GeForce GTX 980
X	119C1462	GeForce GTX 980
X	1370174B	GeForce GTX 980
X	2B49103C	GeForce GTX 980
X	86E81043	GeForce GTX 980
D	13C2	GeForce GTX 970
X	068B1028	GeForce GTX 970
X	07901028	GeForce GTX 970
X	079A1028	GeForce GTX 970
X	0998144D	GeForce GTX 970
X	10291019	GeForce GTX 970
X	11311028	GeForce GTX 970
X	113110DE	GeForce GTX 970
X	1131196E	GeForce GTX 970
X	119B1462	GeForce GTX 970
X	119C1462	GeForce GTX 970
X	1366174B	GeForce GTX 970
X	136619DA	GeForce GTX 970
X	86641043	GeForce GTX 970
X	90F01B0A	GeForce GTX 970
D	13D7	GeForce GTX 980M
X	00201414	GeForce GTX 980M
X	03761558	GeForce GTX 980M
X	05AB1028	GeForce GTX 980M
X	06851028	GeForce GTX 980M
X	06881028	GeForce GTX 980M
X	07081028	GeForce GTX 980M
X	07091028	GeForce GTX 980M
X	08701558	GeForce GTX 980M
X	10511025	GeForce GTX 980M
X	105B1025	GeForce GTX 980M
X	107D1025	GeForce GTX 980M
X	107E1025	GeForce GTX 980M
X	11291462	GeForce GTX 980M
X	112F1462	GeForce GTX 980M
X	11311462	GeForce GTX 980M
X	11321462	GeForce GTX 980M
X	11571462	GeForce GTX 980M
X	11711462	GeForce GTX 980M
X	117A1462	GeForce GTX 980M
X	11891462	GeForce GTX 980M
X	14561458	GeForce GTX 980M
X	157D1043	GeForce GTX 980M
X	19FD1043	GeForce GTX 980M
X	20003842	GeForce GTX 980M
X	22DA1043	GeForce GTX 980M
X	25561458	GeForce GTX 980M
X	37561458	GeForce GTX 980M
X	47561458	GeForce GTX 980M
X	52811558	GeForce GTX 980M
X	65401558	GeForce GTX 980M
X	65411558	GeForce GTX 980M
X	65561558	GeForce GTX 980M
X	67801558	GeForce GTX 980M
X	67811558	GeForce GTX 980M
X	74811558	GeForce GTX 980M
X	75001558	GeForce GTX 980M
X	75021558	GeForce GTX 980M
X	77001558	GeForce GTX 980M
X	77021558	GeForce GTX 980M
X	8261103C	GeForce GTX 980M
X	8262103C	GeForce GTX 980M
X	AF191462	GeForce GTX 980M
X	AF1C1462	GeForce GTX 980M
X	AF1D1462	GeForce GTX 980M
X	B5561458	GeForce GTX 980M
X	C5561458	GeForce GTX 980M
D	13D8	GeForce GTX 970M
X	03761558	GeForce GTX 970M
X	05AB1028	GeForce GTX 970M
X	06851028	GeForce GTX 970M
X	06881028	GeForce GTX 970M
X	07081028	GeForce GTX 970M
X	07091028	GeForce GTX 970M
X	08701558	GeForce GTX 970M
X	10511025	GeForce GTX 970M
X	105B1025	GeForce GTX 970M
X	107D1025	GeForce GTX 970M
X	107E1025	GeForce GTX 970M
X	1097152D	GeForce GTX 970M
X	11021462	GeForce GTX 970M
X	11031462	GeForce GTX 970M
X	11251462	GeForce GTX 970M
X	11281462	GeForce GTX 970M
X	1128152D	GeForce GTX 970M
X	1129152D	GeForce GTX 970M
X	112D1462	GeForce GTX 970M
X	11301462	GeForce GTX 970M
X	11331462	GeForce GTX 970M
X	11341462	GeForce GTX 970M
X	11401043	GeForce GTX 970M
X	11551462	GeForce GTX 970M
X	11561462	GeForce GTX 970M
X	11581462	GeForce GTX 970M
X	11641462	GeForce GTX 970M
X	116D1462	GeForce GTX 970M
X	116E1462	GeForce GTX 970M
X	11711462	GeForce GTX 970M
X	117B1462	GeForce GTX 970M
X	118A1462	GeForce GTX 970M
X	11981462	GeForce GTX 960
X	11991462	GeForce GTX 960
X	14561458	GeFor
